Country,Region-Geo,Continent,Region,Year,IncomePerPerson,LifeExpectancy,PopulationTotal
New Caledonia,Oceania,Oceania,East Asia & Pacific,1972,64002.61372,63.455,114294
New Zealand,Oceania,Oceania,East Asia & Pacific,1972,32092.07457,71.89,2930577
Nicaragua,America - Central,Central and South America,America,1972,9377.186533,54.937,2549185
Niger,Africa - Western,Africa,Sub-Saharan Africa,1972,1908.418473,36.621,4640560
Nigeria,Africa - Western,Africa,Sub-Saharan Africa,1972,1698.388838,42.047,60191508
Niue,Oceania,Oceania,East Asia & Pacific,1972,,,4727
North Korea,Asia - Eastern,Asia,East Asia & Pacific,1972,,,
Northern Mariana Islands,Oceania,Oceania,East Asia & Pacific,1972,6191.637441,,14142
Norway,Europe - Northern,Europe,Europe & Central Asia,1972,17809.79818,74.34,3934529
Oman,Asia - Western,Asia,Middle East & North Africa,1972,10618.03855,51.92,787002
Pakistan,Asia - Southern,Asia,South Asia,1972,1049.938981,54.505,62751275
Palau,Oceania,Oceania,East Asia & Pacific,1972,28494.55189,,11853
Panama,America - Central,Central and South America,America,1972,5364.249663,66.503,1595314
Papua New Guinea,Oceania,Oceania,East Asia & Pacific,1972,1898.542817,47.352,2576020
Paraguay,America - South,Central and South America,America,1972,2523.337977,65.822,2606357
Peru,America - South,Central and South America,America,1972,5937.827283,55.02,13941958
Philippines,Asia - South Eastern,Asia,East Asia & Pacific,1972,1989.37407,61.245,37545635
Poland,Europe - Eastern,Europe,Europe & Central Asia,1972,8006.506993,70.85,33084382
Portugal,Europe - Southern,Europe,Europe & Central Asia,1972,9022.247417,69.26,8820645
Puerto Rico,America - Central,Central and South America,America,1972,9123.041742,72.216,2793569
Qatar,Asia - Western,Asia,Middle East & North Africa,1972,81068.89506,69.488,129227
Romania,Europe - Eastern,Europe,Europe & Central Asia,1972,8011.414402,68.755,20674980
Russian Federation,Europe - Eastern,Europe,Europe & Central Asia,1972,9954.959025,69.02,131838010
Rwanda,Africa - Eastern,Africa,Sub-Saharan Africa,1972,590.5806638,44.554,3988895
Saint Helena,Africa - Western,Africa,Sub-Saharan Africa,1972,1917.350277,,5078
Saint Kitts and Nevis,America - Central,Central and South America,America,1972,3182.978186,,44339
Saint Lucia,America - Central,Central and South America,America,1972,3291.34907,64.21,106064
Saint Vincent and the Grenadines,America - Central,Central and South America,America,1972,3012.804078,65.708,92463
Saint-Pierre-et-Miquelon,America - North,North America,America,1972,,,5644
Samoa,Oceania,Oceania,East Asia & Pacific,1972,3623.393336,55.777,146330
San Marino,Europe - Southern,Europe,Europe & Central Asia,1972,18788.21673,,19395
Sao Tome and Principe,Africa - Central,Africa,Sub-Saharan Africa,1972,1532.985254,57.114,76896
Saudi Arabia,Asia - Western,Asia,Middle East & North Africa,1972,24837.42865,54.875,6311207
Senegal,Africa - Western,Africa,Sub-Saharan Africa,1972,1597.712056,40.562,4370991
Serbia,Europe - Southern,Europe,Europe & Central Asia,1972,10522.06749,68.389,8307669
Seychelles,Africa - Eastern,Africa,Sub-Saharan Africa,1972,7221.749947,66.706,54087
Sierra Leone,Africa - Western,Africa,Sub-Saharan Africa,1972,1353.759762,36.272,2688527
Singapore,Asia - South Eastern,Asia,East Asia & Pacific,1972,8597.756202,68.859,2152644
Slovak Republic,Europe - Eastern,Europe,Europe & Central Asia,1972,9674.167626,70.35,4585443
Slovenia,Europe - Southern,Europe,Europe & Central Asia,1972,12383.4862,69.759,1694389
Solomon Islands,Oceania,Oceania,East Asia & Pacific,1972,864.9742531,55.319,172319
Somalia,Africa - Eastern,Africa,Sub-Saharan Africa,1972,1254.576127,41.727,3673532
South Africa,Africa - Southern,Africa,Sub-Saharan Africa,1972,7765.962636,53.504,23736249
South Sudan,Africa - Eastern,Africa,Sub-Saharan Africa,1972,1668.28556,36.573,3198874
Spain,Europe - Southern,Europe,Europe & Central Asia,1972,10638.75131,73.06,34553119
Sri Lanka,Asia - Southern,Asia,South Asia,1972,1213.39553,64.953,13063663
Sudan,Africa - Northern,Africa,Sub-Saharan Africa,1972,1659.652775,52.897,12436311
Suriname,America - South,Central and South America,America,1972,5504.437533,63.844,372648
Swaziland,Africa - Southern,Africa,Sub-Saharan Africa,1972,3364.836625,49.238,472236
Sweden,Europe - Northern,Europe,Europe & Central Asia,1972,17610.5099,74.72,8117863
Switzerland,Europe - Western,Europe,Europe & Central Asia,1972,27195.11304,73.78,6269871
Taiwan,Asia - Eastern,Asia,East Asia & Pacific,1972,4589.726221,69.35,15226000
Tajikistan,Asia - Central,Asia,Europe & Central Asia,1972,4324.560863,60.709,3136061
Thailand,Asia - South Eastern,Asia,East Asia & Pacific,1972,1524.358936,60.455,39109571
Timor-Leste,Asia - South Eastern,Asia,East Asia & Pacific,1972,1214.146539,39.074,637590
Togo,Africa - Western,Africa,Sub-Saharan Africa,1972,1649.660188,47.777,2225052
Tokelau,Oceania,Oceania,East Asia & Pacific,1972,,,1574
Tonga,Oceania,Oceania,East Asia & Pacific,1972,1851.851397,65.486,86347
Trinidad and Tobago,America - Central,Central and South America,America,1972,6619.551419,65.407,985548
Tunisia,Africa - Northern,Africa,Middle East & North Africa,1972,2753.285994,53.442,5326668
Turkey,Asia - Western,Asia,Europe & Central Asia,1972,3879.150411,53.498,37054168
Turkmenistan,Asia - Central,Asia,Europe & Central Asia,1972,6360.0472,59.024,2318070
Turks and Caicos Islands,America - Central,Central and South America,America,1972,5635.859059,,5924
Tuvalu,Oceania,Oceania,East Asia & Pacific,1972,2349.435505,,7459
Uganda,Africa - Eastern,Africa,Sub-Saharan Africa,1972,950.735869,49.131,10012125
Ukraine,Europe - Eastern,Europe,Europe & Central Asia,1972,6180.776355,70.86,48050256
United Arab Emirates,Asia - Western,Asia,Middle East & North Africa,1972,12703.61046,63.018,322868
United Kingdom,Europe - Western,Europe,Europe & Central Asia,1972,15895.11641,72.1,55964697
United States of America,America - North,North America,America,1972,24654.03512,71.34,213250350
Uruguay,America - South,Central and South America,America,1972,5703.408898,68.733,2820734
Uzbekistan,Asia - Central,Asia,Europe & Central Asia,1972,2231.053746,63.519,12759275
Vanuatu,Oceania,Oceania,East Asia & Pacific,1972,2255.250144,53.52,90831
Venezuela,America - South,Central and South America,America,1972,10505.25966,65.816,11428022
Vietnam,Asia - Southern,Asia,East Asia & Pacific,1972,699.5016441,58.858,46994771
Wallis et Futuna,Oceania,Oceania,East Asia & Pacific,1972,2325.397474,,8775
West Bank and Gaza Strip,Asia - Western,Asia,Middle East & North Africa,1972,3133.409277,57.103,1180264
Western Sahara,Africa - Northern,Africa,Middle East & North Africa,1972,,43.066,73333
Yemen,Asia - Western,Asia,Middle East & North Africa,1972,,,
Zambia,Africa - Eastern,Africa,Sub-Saharan Africa,1972,1773.498265,49.97,4426079
Zimbabwe,Africa - Eastern,Africa,Sub-Saharan Africa,1972,799.3621758,55.586,5573154
Afghanistan,Asia - Southern,Asia,South Asia,1976,2598.577442,39.417,13766792
Albania,Europe - Southern,Europe,Europe & Central Asia,1976,10552.84688,69.121,2454255
Algeria,Africa - Northern,Africa,Middle East & North Africa,1976,13927.87023,53.656,16533323
American Samoa,Oceania,Oceania,East Asia & Pacific,1976,18964.20997,,30305
Andorra,Europe - Southern,Europe,Europe & Central Asia,1976,98522.38252,,32156
Angola,Africa - Central,Africa,Sub-Saharan Africa,1976,9150.947477,39.324,6808850
Anguilla,America - Central,Central and South America,America,1976,19180.52078,,6662
Antigua and Barbuda,America - Central,Central and South America,America,1976,11975.41496,67.768,69910
Argentina,America - South,Central and South America,America,1976,28835.76168,68.248,26492716
Armenia,Asia - Western,Asia,Europe & Central Asia,1976,8751.949305,70.782,2882831
Aruba,America - Central,Central and South America,America,1976,20410.91812,71.14,60589
Australia,Oceania,Oceania,East Asia & Pacific,1976,55053.2038,72.88,14067994
Austria,Europe - Western,Europe,Europe & Central Asia,1976,56622.88628,71.82,7580564
Azerbaijan,Asia - Western,Asia,Europe & Central Asia,1976,9158.115378,65.387,5784587
Bahamas,America - Central,Central and South America,America,1976,26916.78209,67.55,192885
Bahrain,Asia - Western,Asia,Middle East & North Africa,1976,37540.42149,67.615,282245
Bangladesh,Asia - Southern,Asia,South Asia,1976,1348.413207,50.435,72053923
Barbados,America - Central,Central and South America,America,1976,22829.55241,67.145,246523
Belarus,Europe - Eastern,Europe,Europe & Central Asia,1976,10765.69698,71.92,9425089
Belgium,Europe - Western,Europe,Europe & Central Asia,1976,38039.88925,72.15,9808403
Belize,America - Central,Central and South America,America,1976,6079.374652,68.135,135334
Benin,Africa - Western,Africa,Sub-Saharan Africa,1976,2004.372483,45.604,3259918
Bermuda,America - North,North America,America,1976,88725.59979,,54682
Bhutan,Asia - Southern,Asia,South Asia,1976,1567.065975,41.794,377068
Bolivia,America - South,Central and South America,America,1976,6979.997421,48.931,4877275
Bosnia and Herzegovina,Europe - Southern,Europe,Europe & Central Asia,1976,6639.765985,69.269,3780559
Botswana,America - South,Africa,Sub-Saharan Africa,1976,6542.643413,58.616,853774
Brazil,America - South,Central and South America,America,1976,13001.2998,61.236,110804816
British Virgin Islands,America - Central,Central and South America,America,1976,6669.347678,,10552
Brunei,Asia - South Eastern,Asia,East Asia & Pacific,1976,135947.446,69.486,163208
Bulgaria,Europe - Eastern,Europe,Europe & Central Asia,1976,15445.74227,71.38,8754869
Burkina Faso,Africa - Western,Africa,Sub-Saharan Africa,1976,1418.782085,42.343,6577502
Burundi,Africa - Eastern,Africa,Sub-Saharan Africa,1976,1012.440163,45.71,3742452
Cambodia,Asia - South Eastern,Asia,East Asia & Pacific,1976,1692.764184,20.26,6972559
Cameroon,Africa - Central,Africa,Sub-Saharan Africa,1976,3479.001481,49.304,8072879
Canada,America - North,North America,America,1976,43252.17102,73.92,23416090
Cayman Islands,America - Central,Central and South America,America,1976,51999.27097,,13578
Central African Republic,America - Central,Central and South America,Sub-Saharan Africa,1976,2105.156963,46.672,2061466
Chad,Africa - Central,Africa,Sub-Saharan Africa,1976,2511.553886,43.618,4201073
Channel Islands,Europe - Northern,Europe,Europe & Central Asia,1976,,72.58,126821
Chile,America - South,Central and South America,America,1976,8798.894625,66.081,10571597
China,Asia - Eastern,Asia,East Asia & Pacific,1976,2054.407696,62.43736,930744699
Colombia,America - South,Central and South America,America,1976,7412.59133,63.265,24517307
Comoros,Africa - Eastern,Africa,Sub-Saharan Africa,1976,2597.148305,50.394,280464
Cook Islands,Oceania,Oceania,East Asia & Pacific,1976,,,
Costa Rica,America - Central,Central and South America,America,1976,11200.54821,70.085,2101762
Cote d'Ivoire,Africa - Western,Africa,Sub-Saharan Africa,1976,5002.59964,48.339,7086257
Croatia,Europe - Southern,Europe,Europe & Central Asia,1976,21274.05686,69.81,4285523
Cuba,America - Central,Central and South America,America,1976,12347.71944,72.55,9525242
Cyprus,Asia - Western,Asia,Europe & Central Asia,1976,15361.72078,73.971,657685
Czech Republic,Europe - Eastern,Europe,Europe & Central Asia,1976,28520.95072,70.66,10049465
Denmark,Europe - Northern,Europe,Europe & Central Asia,1976,38800.32975,73.78,5079015
Djibouti,Africa - Eastern,Africa,Middle East & North Africa,1976,7401.899103,52.177,245326
Dominica,America - Central,Central and South America,America,1976,7587.604415,,72648
Dominican Republic,America - Central,Central and South America,America,1976,5241.071545,61.412,5274591
East Germany,Europe - Eastern,Europe,Europe & Central Asia,1976,,,
Ecuador,America - South,Central and South America,America,1976,12927.6634,60.598,7109119
Egypt,Africa - Northern,Africa,Middle East & North Africa,1976,5064.833099,55.496,41033408
El Salvador,America - Central,Central and South America,America,1976,9961.962572,57.038,4323383
Equatorial Guinea,Africa - Central,Africa,Sub-Saharan Africa,1976,1908.335027,41.569,228534
Eritrea,Africa - Eastern,Africa,Middle East & North Africa,1976,1007.284151,42.495,2181178
Eritrea and Ethiopia,Africa - Eastern,Africa,Middle East & North Africa,1976,,,36294034
Estonia,Europe - Northern,Europe,Europe & Central Asia,1976,17751.94106,69.74,1441551
Ethiopia,Africa - Eastern,Africa,Sub-Saharan Africa,1976,1108.966955,44.118,33486288
Faeroe Islands,Europe - Northern,Europe,Europe & Central Asia,1976,,,40829
Falkland Islands (Malvinas),Europe - Northern,Europe,America,1976,,,
Fiji,Oceania,Oceania,East Asia & Pacific,1976,6118.38367,61.803,587565
Finland,Europe - Northern,Europe,Europe & Central Asia,1976,31221.4967,72,4726845
France,Europe - Western,Europe,Europe & Central Asia,1976,37019.1547,73.22,52974009
French Guiana,America - South,Central and South America,America,1976,14424.77429,66.237,58740
French Polynesia,Oceania,Oceania,East Asia & Pacific,1976,33701.53305,62.23,133865
Gabon,Africa - Central,Africa,Sub-Saharan Africa,1976,51073.89725,51.567,611293
Gambia,Africa - Western,Africa,Sub-Saharan Africa,1976,1741.514245,42.989,554910
Georgia,Asia - Western,Asia,Europe & Central Asia,1976,9576.549874,69.268,4941721
Germany,Europe - Western,Europe,Europe & Central Asia,1976,39807.94041,71.97,78648816
Ghana,Africa - Western,Africa,Sub-Saharan Africa,1976,1980.392657,51.11,10119038
Gibraltar,Europe - Southern,Europe,Europe & Central Asia,1976,,,25663
Greece,Europe - Southern,Europe,Europe & Central Asia,1976,26724.39093,72.554,9149987
Greenland,America - North,North America,America,1976,43561.87636,,49775
Grenada,America - Central,Central and South America,America,1976,6418.351778,65.577,91386
Guadeloupe,America - Central,Central and South America,America,1976,7651.656778,67.932,328008
Guam,Oceania,Oceania,East Asia & Pacific,1976,,67.951,97496
Guatemala,America - Central,Central and South America,America,1976,9242.423753,55.556,6386403
Guernsey,Europe - Northern,Europe,Europe & Central Asia,1976,38688.01057,,53630
Guinea,Africa - Western,Africa,Sub-Saharan Africa,1976,1746.952343,38.993,4300114
Guinea-Bissau,Africa - Western,Africa,Sub-Saharan Africa,1976,1675.345854,45.032,721220
Guyana,America - South,Central and South America,America,1976,5719.902143,60.156,755174
Haiti,America - Central,Central and South America,America,1976,3761.940618,49.397,5238431
Holy See,Europe - Southern,Europe,Europe & Central Asia,1976,,,737
Honduras,America - Central,Central and South America,America,1976,5989.977002,56.546,3199231
Hong Kong China,Asia - Eastern,Asia,East Asia & Pacific,1976,20314.56013,,
Hungary,Europe - Eastern,Europe,Europe & Central Asia,1976,22071.13033,69.69,10566645
Iceland,Europe - Northern,Europe,Europe & Central Asia,1976,36358.50154,76.71,220260
India,Asia - Southern,Asia,South Asia,1976,1607.777361,53.159,636992593
Indonesia,Asia - South Eastern,Asia,East Asia & Pacific,1976,2629.263609,56.285,137382075
Iran,Asia - Southern,Asia,Middle East & North Africa,1976,23420.49451,55.75,33788867
Iraq,Asia - Western,Asia,Middle East & North Africa,1976,28448.74962,61.259,12170881
Ireland,Europe - Northern,Europe,Europe & Central Asia,1976,20891.62077,71.86,3233907
Isle of Man,Europe - Northern,Europe,Europe & Central Asia,1976,19315.66716,,61904
Israel,Asia - Western,Asia,Middle East & North Africa,1976,27175.12213,72.597,3428067
Italy,Europe - Southern,Europe,Europe & Central Asia,1976,28043.85865,73.11,55377233
Jamaica,America - Central,Central and South America,America,1976,13735.49233,69.634,2036770
Japan,Asia - Eastern,Asia,East Asia & Pacific,1976,32133.33659,74.81,111996339
Jersey,Europe - Northern,Europe,Europe & Central Asia,1976,,,72900
Jordan,Asia - Western,Asia,Middle East & North Africa,1976,5550.601938,64.108,2055198
Kazakhstan,Asia - Central,Asia,Europe & Central Asia,1976,14814.39709,64.003,14304947
Kenya,Africa - Eastern,Africa,Sub-Saharan Africa,1976,2413.697698,55.561,13995982
Kiribati,Oceania,Oceania,East Asia & Pacific,1976,13306.76102,54.121,49573
Kuwait,Asia - Western,Asia,Middle East & North Africa,1976,131156.3919,68.155,1116083
Kyrgyzstan,Asia - Central,Asia,Europe & Central Asia,1976,5222.48403,62.066,3362961
Latvia,Europe - Northern,Europe,Europe & Central Asia,1976,14701.64976,69.38,2470206
Lebanon,Asia - Western,Asia,Middle East & North Africa,1976,3736.756689,67.351,2788641
Lesotho,Africa - Southern,Africa,Sub-Saharan Africa,1976,1296.815026,51.408,1178551
